,First Row Mean,Second Row Mean
Intrj_GI_neg_3,0.0084745762711864,0.0167605633802816
Iav_GI_neg_3,0.1826741996233521,0.1738028169014084
Dav_GI_neg_3,0.0564971751412429,0.0819718309859155
Sv_GI_neg_3,0.0932203389830508,0.1059154929577464
Ipadj_GI_neg_3,0.0,0.0008450704225352
Indadj_GI_neg_3,0.0028248587570621,0.0036619718309859
Powgain_Lasswell_neg_3,0.0065913370998116,0.0049295774647887
Powloss_Lasswell_neg_3,0.0028248587570621,0.0061971830985915
Powends_Lasswell_neg_3,0.0018832391713747,0.0015492957746478
Powaren_Lasswell_neg_3,0.0084745762711864,0.0005633802816901
Powcon_Lasswell_neg_3,0.0056497175141242,0.006056338028169
Powcoop_Lasswell_neg_3,0.0028248587570621,0.0025352112676056
Powaupt_Lasswell_neg_3,0.0084745762711864,0.0036619718309859
Powpt_Lasswell_neg_3,0.0028248587570621,0.0012676056338028
Powdoct_Lasswell_neg_3,0.0009416195856873,0.0009859154929577
Powauth_Lasswell_neg_3,0.0,0.0011267605633802
Powoth_Lasswell_neg_3,0.019774011299435,0.0152112676056338
Powtot_Lasswell_neg_3,0.059322033898305,0.0411267605633802
Rcethic_Lasswell_neg_3,0.0235404896421845,0.0207042253521126
Rcrelig_Lasswell_neg_3,0.0,0.0004225352112676
Rcgain_Lasswell_neg_3,0.0094161958568738,0.0036619718309859
Rcloss_Lasswell_neg_3,0.0,0.0
Rcends_Lasswell_neg_3,0.0018832391713747,0.002394366197183
Rctot_Lasswell_neg_3,0.0329566854990583,0.0267605633802816
Rspgain_Lasswell_neg_3,0.0037664783427495,0.0045070422535211
Rsploss_Lasswell_neg_3,0.0047080979284369,0.004225352112676
Rspoth_Lasswell_neg_3,0.019774011299435,0.0108450704225352
Rsptot_Lasswell_neg_3,0.027306967984934,0.0194366197183098
Affgain_Lasswell_neg_3,0.0150659133709981,0.0187323943661971
Affloss_Lasswell_neg_3,0.0,0.0005633802816901
Affpt_Lasswell_neg_3,0.0131826741996233,0.0146478873239436
Affoth_Lasswell_neg_3,0.0169491525423728,0.0171830985915492
Afftot_Lasswell_neg_3,0.0329566854990583,0.0404225352112676
Wltpt_Lasswell_neg_3,0.0037664783427495,0.0015492957746478
Wlttran_Lasswell_neg_3,0.0056497175141242,0.0019718309859154
Wltoth_Lasswell_neg_3,0.0131826741996233,0.0195774647887323
Wlttot_Lasswell_neg_3,0.0225988700564971,0.0229577464788732
Wlbgain_Lasswell_neg_3,0.0028248587570621,0.0032394366197183
Wlbloss_Lasswell_neg_3,0.0018832391713747,0.0087323943661971
Wlbphys_Lasswell_neg_3,0.007532956685499,0.0185915492957746
Wlbpsyc_Lasswell_neg_3,0.0047080979284369,0.0119718309859154
Wlbpt_Lasswell_neg_3,0.0009416195856873,0.0012676056338028
Wlbtot_Lasswell_neg_3,0.0169491525423728,0.0409859154929577
Enlgain_Lasswell_neg_3,0.0404896421845574,0.0233802816901408
Enlloss_Lasswell_neg_3,0.0,0.0009859154929577
Enlends_Lasswell_neg_3,0.0009416195856873,0.002112676056338
Enlpt_Lasswell_neg_3,0.0,0.0009859154929577
Enloth_Lasswell_neg_3,0.0668549905838041,0.0585915492957746
Enltot_Lasswell_neg_3,0.0932203389830508,0.0738028169014084
Sklasth_Lasswell_neg_3,0.0009416195856873,0.0011267605633802
Sklpt_Lasswell_neg_3,0.0009416195856873,0.0029577464788732
Skloth_Lasswell_neg_3,0.0282485875706214,0.0146478873239436
Skltot_Lasswell_neg_3,0.0291902071563088,0.0177464788732394
Trngain_Lasswell_neg_3,0.0188323917137476,0.0090140845070422
Trnloss_Lasswell_neg_3,0.0103578154425612,0.0097183098591549
Tranlw_Lasswell_neg_3,0.019774011299435,0.0247887323943661
Meanslw_Lasswell_neg_3,0.0056497175141242,0.0101408450704225
Endslw_Lasswell_neg_3,0.0470809792843691,0.0367605633802816
Arenalw_Lasswell_neg_3,0.0150659133709981,0.0077464788732394
Ptlw_Lasswell_neg_3,0.0367231638418079,0.0316901408450704
Nation_Lasswell_neg_3,0.0018832391713747,0.0008450704225352
Anomie_Lasswell_neg_3,0.0,0.000281690140845
Negaff_Lasswell_neg_3,0.0028248587570621,0.0052112676056338
Posaff_Lasswell_neg_3,0.0028248587570621,0.0126760563380281
Surelw_Lasswell_neg_3,0.0338983050847457,0.0239436619718309
If_Lasswell_neg_3,0.0160075329566855,0.0197183098591549
Notlw_Lasswell_neg_3,0.0018832391713747,0.0047887323943661
Timespc_Lasswell_neg_3,0.059322033898305,0.0514084507042253
formlw_Lasswell_neg_3,0.0235404896421845,0.0229577464788732
negative_adjectives_component,0.191685601817499,0.3007442841492456
social_order_component,0.4496741838694241,0.4914081210299204
action_component,0.4124984543291988,0.4772780868094352
positive_adjectives_component,0.0199778132307067,0.1493336877159569
joy_component,0.5035147967924184,0.8808522083324538
affect_friends_and_family_component,0.3897332856075902,0.520026305567975
fear_and_digust_component,0.1549070215128678,0.2021320216724332
politeness_component,0.2311769826495392,0.0936709093984153
polarity_nouns_component,0.8407362088234608,0.6442116950511849
polarity_verbs_component,0.3182575526315789,0.4105438024911026
virtue_adverbs_component,0.3954174895272292,0.2716302929517085
positive_nouns_component,0.1765718132854578,-0.1279297548526051
respect_component,0.1273487996352134,0.0855880593393384
trust_verbs_component,0.2358733100129788,0.213667755567193
failure_component,0.0433093165617224,0.0684976442319981
well_being_component,0.0564657557564158,0.1796463461345983
economy_component,0.1191103669278901,0.0867565149819456
certainty_component,0.1681028765911968,0.1806492899696343
positive_verbs_component,0.2151962436127607,0.2476737010757053
objects_component,0.0678245026048264,0.1258605206128546
